date,tittle,price,huxing,area,built,chaoxiang,leibie,loucheng,zhuangxiu
发布时间：2018年12月03日,"
      楼层 户型好 价格低 业主诚意出售 新康花园  ",130,2室2厅1卫,80平方米,2006年,南北,普通住宅,中层(共7层),精装修
发布时间：2018年12月18日,"
      保利汇海花园 高层望江 全新未住 业主急售 看房方便 有K  ",280,3室2厅1卫,88.7平方米,2013年,东南,普通住宅,高层(共26层),精装修
发布时间：2018年12月03日,"
      急售 急售 金碧御水山庄别墅 业主急钱用降价出售手快有手慢无  ",200,3室2厅2卫,168平方米,2005年,南,别墅,共2层,毛坯
发布时间：2018年12月12日,"
      金地公园上城 浅山院 小三房 中高楼层 仅售140W 不限购  ",140,3室2厅1卫,93平方米,2012年,南,普通住宅,高层(共33层),毛坯
发布时间：2018年11月29日,"
      凤馨苑 93平方 精装修 业主急售 南向三房 过五 价格可谈  ",190,3室2厅2卫,93平方米,2012年,南,普通住宅,中层(共33层),精装修
发布时间：2018年12月17日,"
      怡园小区 免装修入住 中楼层精装修三房 带省级怡园名校  ",280,3室2厅1卫,85.3平方米,1998年,南北,普通住宅,中层(共8层),精装修
发布时间：2018年12月10日,"
      侨怡苑 业主出国定居 想把房子卖给有缘人 比同户型低50万  ",500,3室2厅1卫,91平方米,1991年,南北,普通住宅,低层(共7层),简单装修
发布时间：2018年12月19日,"
      四季金谷（内部单位笋盘） 刚需3房户型 南北对流 不限购  ",60,3室2厅2卫,90平方米,2018年,南,普通住宅,中层(共28层),精装修
发布时间：2018年12月07日,"
      学位房（保利紫云）楼龄新，总价低，单合同，低首付，地铁旁物业  ",350,3室2厅2卫,98.7平方米,2012年,南,普通住宅,中层(共36层),精装修
发布时间：2018年12月02日,"
      年前笋盘 亚运城 三地铁口 南向精装修3房 省级学位 可看房  ",180,3室2厅2卫,91.5平方米,2016年,南,普通住宅,中层(共31层),精装修
发布时间：2018年12月12日,"
      凤馨苑 中间位置 靓三房 随时可看房  ",205,3室2厅2卫,93平方米,2010年,北,普通住宅,低层(共18层),简单装修
发布时间：2018年12月13日,"
      （新收笋盘 一线望江景 一览小蛮腰）豪装三房 急售！  ",490,3室2厅1卫,89平方米,2015年,西南,普通住宅,中层(共32层),精装修
发布时间：2018年12月08日,"
      南沙水恋 首付一成 来电95折送管理 50米到地铁 送管理费  ",184,3室2厅2卫,88平方米,2018年,南,普通住宅,中层(共31层),精装修
发布时间：2018年11月27日,"
      华景新城五期 荷景园电梯楼在售 使用率高 大三房 自住  ",598,3室2厅2卫,97平方米,2000年,东,普通住宅,高层(共9层),简单装修
发布时间：2018年12月04日,"
      锦骏华庭 临江小区 南向3房  安静舒适   采光通风  ",480,3室2厅1卫,90平方米,2006年,东南,普通住宅,中层(共30层),精装修
发布时间：2018年12月06日,"
      时代糖果  周边配套成熟 业主急售  价格可谈  ",163,3室2厅2卫,87.3平方米,2016年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月05日,"
      岭南新世界 精装靓三房  保养新净 华师学位房  ",405,3室2厅2卫,108平方米,2009年,南北,普通住宅,低层(共18层),精装修
发布时间：2018年12月18日,"
      黄埔地铁口物业 学位房 产权清晰 业主置换新房 急售  ",120,3室2厅2卫,50平方米,2012年,东南,普通住宅,低层(共32层),精装修
发布时间：2018年12月15日,"
      龙湖双珑原著 团购减8万 一线望湖 地铁三站天河 知识城环绕  ",172,3室2厅2卫,98平方米,2018年,东南,普通住宅,中层(共32层),精装修
发布时间：2018年12月17日,"
      美林湖畔 地铁口物业 安静三房 家具价可谈 5号线 急售  ",360,3室2厅1卫,98平方米,2005年,西南,普通住宅,高层(共22层),精装修
发布时间：2018年12月01日,"
      碧桂园玺悦 12月特惠直减12万 赠送5年管理费 名额有限  ",170,3室2厅1卫,85平方米,2018年,南,普通住宅,中层(共31层),精装修
发布时间：2018年11月30日,"
      跑马地花园 谭村地铁口 精装小户型 业主置换缺资金 底价急转  ",353,2室2厅1卫,84平方米,2012年,东南,普通住宅,低层(共24层),精装修
发布时间：2018年11月22日,"
      豪进广场 南向三房毛坯 住家合适 业主急用资金，降价50万  ",210,3室2厅1卫,103平方米,2015年,南,普通住宅,低层(共32层),毛坯
发布时间：2018年12月14日,"
      地铁口精装3房额外送多一房 大小区环境好带学位发售  ",250,3室2厅2卫,118.6平方米,2016年,南北,普通住宅,中层(共32层),精装修
发布时间：2018年12月19日,"
      时代南湾 精装三房南北对流 园景湖景海景尽收眼 随时看房  ",225,3室2厅1卫,92平方米,2015年,南北,普通住宅,低层(共32层),精装修
发布时间：2018年12月15日,"
      东圃 金融城物业 美林湖畔花园 南向三房 双地铁口 看房方便  ",330,3室2厅1卫,89.1平方米,2006年,南,普通住宅,高层(共24层),精装修
发布时间：2018年12月13日,"
      亚运城天峯 4号线地铁旁 5年管理费 来电还优惠8万起  ",210,3室2厅2卫,89平方米,2018年,南,普通住宅,中层(共31层),精装修
发布时间：2018年12月01日,"
      越秀火车站 同心园公寓 豪华装修3房 赠5年管理费  ",98.8,3室1厅2卫,65平方米,2015年,东南,普通住宅,低层(共22层),豪华装修
发布时间：2018年12月07日,"
      御江南，生态园林社区，依山傍水，首付10万，不限购地铁四号线  ",81,3室2厅2卫,95平方米,2017年,南,普通住宅,低层(共32层),精装修
发布时间：2018年12月07日,"
      新收怡园小区靓房 准电梯 精装修 学位无占 使用率高  ",280,3室2厅1卫,88平方米,1998年,南,普通住宅,高层(共8层),精装修
发布时间：2018年12月11日,"
      中新知识城（首付一成）千亿央企 地铁旁 6站到天河 省级学位  ",158,3室2厅1卫,89.5平方米,2018年,南,普通住宅,中层(共32层),精装修
发布时间：2018年11月01日,"
      龙光峰景华庭 三房东南向 环境安静 业主城心出售 满五年唯一  ",240,3室2厅1卫,90.6平方米,2008年,东南,普通住宅,低层(共18层),简单装修
发布时间：2018年12月07日,"
      如果你不想错失一套碧桂园笋盘 请你赶紧对我来电 三房精装  ",195,3室2厅1卫,89平方米,2014年,南,普通住宅,低层(共28层),精装修
发布时间：2018年12月12日,"
      万科幸福誉 内部保留单位 地铁家门口物业 来电送五年管理费  ",152,3室2厅1卫,83.3平方米,2016年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月07日,"
      ！保利高尔夫郡190万元角！千年等一回别错过  ",188,3室2厅1卫,99.3平方米,2013年,东北,普通住宅,中层(共29层),精装修
发布时间：2018年12月13日,"
      千亿配套知识城（内部员工价）可公积金 来电享88折赠送管理费  ",160,3室2厅1卫,89.5平方米,2018年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月13日,"
      荔富湖畔 四站天河 地铁21号线 笋单位放出  套套便10W  ",148,3室2厅2卫,98平方米,2017年,南北,普通住宅,中层(共32层),精装修
发布时间：2018年12月10日,"
      海印星玥 地铁口 南北对流 带省级学位 交通便利 业主急售  ",205,3室2厅2卫,85平方米,2012年,南北,普通住宅,中层(共22层),精装修
发布时间：2018年11月29日,"
      日出观山苑 户型大气 房东诚售 超爽式精装修 异域享受！  ",562,3室2厅2卫,134.3平方米,2010年,南北,普通住宅,低层(共22层),精装修
发布时间：2018年12月08日,"
      真实新房源 江南新苑 三房带主卫 东西 高层精装 带车位  ",530,3室2厅2卫,98平方米,2002年,东,普通住宅,高层(共18层),精装修
发布时间：2018年12月13日,"
      中海金沙馨园二期 纯南向3房 中层望花园 证过五年唯一 急卖  ",285,3室2厅2卫,98.6平方米,2012年,南,普通住宅,中层(共18层),精装修
发布时间：2018年12月01日,"
      中海金沙馨园 采光好 价格合适 这个房给力  ",300,3室2厅2卫,97.8平方米,2012年,东北,普通住宅,高层(共18层),精装修
发布时间：2018年12月09日,"
      （内部特价）增城不限购 省级学位房 地铁口 全屋智能家居  ",195,3室2厅2卫,95.6平方米,2015年,南北,普通住宅,中层(共32层),精装修
发布时间：2018年12月09日,"
      旭景家园 小三房 刚需合适 高层非顶楼 视野开阔 有学位  ",272,3室2厅1卫,81平方米,2002年,北,普通住宅,高层(共15层),简单装修
发布时间：2018年12月14日,"
      首付40万小三房 刚需急住 读公立学校地铁口 轻轨万达富士康  ",156,3室2厅2卫,89.6平方米,2015年,北,普通住宅,高层(共18层),精装修
发布时间：2018年12月17日,"
      侨林苑 西南三房带主套 华阳直升 安静看花园 年底急卖急卖！  ",680,3室2厅2卫,93平方米,2005年,东南,普通住宅,中层(共31层),精装修
发布时间：2018年12月12日,"
      720VR全景 雄峰城 酒店式公寓 顶豪设计 东南亚居住设计  ",185,3室2厅1卫,90平方米,2017年,南北,公寓,高层(共22层),精装修
发布时间：2018年12月03日,"
      江燕路，（天海庭）大型花园小区，全明三房出售！免装修  ",370,3室2厅1卫,95平方米,2004年,东南,普通住宅,高层(共12层),精装修
发布时间：2018年12月19日,"
      降价降价）中铁建花园 南向三房 赠送12方 全新未住过 急急  ",172,3室2厅1卫,82.3平方米,2017年,南,普通住宅,高层(共26层),精装修
发布时间：2018年12月17日,"
      亚运城天峯，渠道减8万，内部转名包费用，可用公积金，来电看房  ",210,3室2厅2卫,89平方米,2015年,南,普通住宅,中层(共55层),精装修
发布时间：2018年12月12日,"
      万科金色梦想边上，中海誉城，东南向，带车位，视野好.275万  ",275,3室2厅1卫,96.4平方米,2012年,东南,普通住宅,高层(共33层),精装修
发布时间：2018年12月07日,"
      锦绣天伦 官湖地铁口 品牌物业 三房靓装修 南向高层 带学位  ",195,3室2厅1卫,90.1平方米,2014年,南,普通住宅,高层(共33层),豪华装修
发布时间：2018年12月07日,"
      云景花园 精装三房 南北对流 产权清晰 近京溪南方地铁  ",300,3室2厅1卫,87平方米,2010年,东,普通住宅,中层(共9层),精装修
发布时间：2018年12月12日,"
      星河湾二期，精装修南北对流，做业主就读执信  ",530,3室2厅2卫,142平方米,2003年,南北,普通住宅,低层(共9层),精装修
发布时间：2018年12月12日,"
      新塘中森茗苑 精装三房 单合同低首付 配套成熟 随时可看房  ",180,3室2厅2卫,87.9平方米,2016年,南,普通住宅,高层(共30层),精装修
发布时间：2018年12月19日,"
      芸映居 业主是刚买了新房 急需资金交钱 首付可以20万搞定  ",101,3室2厅2卫,89平方米,2000年,南,普通住宅,低层(共7层),精装修
发布时间：2018年11月20日,"
      岭南新世界 南向三房 性价比高 业主换房急售 看房方便  ",398,3室2厅1卫,96平方米,2009年,南,普通住宅,高层(共15层),精装修
发布时间：2018年12月04日,"
      骏宝楼 交通便利 环境优美 业主急售 可公积金 送车位 笋盘  ",70,3室2厅2卫,88平方米,2012年,南北,普通住宅,中层(共16层),豪华装修
发布时间：2018年12月02日,"
      广州雅居乐花园 精修三房 保养好 实力居住型  ",358,3室2厅1卫,90.1平方米,2012年,北,普通住宅,高层(共33层),精装修
发布时间：2018年12月17日,"
      B2 翠屏领东 南向三房 學位好 价格笋 产权清晰 贱价卖  ",295,3室2厅1卫,83.8平方米,2012年,南,普通住宅,中层(共18层),精装修
发布时间：2018年12月14日,"
      （拎包入住）南沙金州 阳光城，滨海新城旁 98方仅170万  ",170,3室2厅1卫,98.9平方米,2010年,南,普通住宅,高层(共11层),精装修
发布时间：2018年12月18日,"
      东景花园（免重税）地铁口4号线 产权清晰 可公积金 省级学位  ",336,3室2厅2卫,99.5平方米,2006年,南,普通住宅,中层(共30层),精装修
发布时间：2018年11月18日,"
      中海誉城北苑 豪装东南向3房 全新未住 送价值30万全屋家私  ",275,3室2厅2卫,96.4平方米,2015年,东南,普通住宅,中层(共33层),精装修
发布时间：2018年12月14日,"
      学位房（合生君景湾）地段好，环境好，配套好，交通好，地铁物业  ",150,3室2厅2卫,90.9平方米,2012年,南,普通住宅,高层(共30层),精装修
发布时间：2018年12月18日,"
      侨城花园冬日苑 原装电梯中层三房 厅房全东靓朝向 装修保养好  ",310,3室2厅1卫,84.4平方米,2005年,东,普通住宅,中层(共15层),精装修
发布时间：2018年12月08日,"
      华景新城 沁馥佳苑高档小区 实用三房 华景小学升113中  ",557,3室2厅1卫,91.7平方米,2004年,北,普通住宅,中层(共16层),简单装修
发布时间：2018年12月03日,"
      龙湖双珑原著 单合同 旺村地铁口 超笋价格 来电详谈  ",190,3室2厅2卫,98平方米,2010年,南,普通住宅,低层(共32层),精装修
发布时间：2018年11月29日,"
      锦云峰 高品质小区 人车分流 保养好 地铁物业 带华师学位  ",399,3室2厅2卫,93.6平方米,2012年,北,普通住宅,低层(共32层),精装修
发布时间：2018年11月30日,"
      前期客户因征信问题 现内部转名 低于市场价急售 保利爱特城  ",182,3室2厅2卫,93.5平方米,2017年,东南,普通住宅,中层(共32层),精装修
发布时间：2018年12月19日,"
      凤馨苑 大三房 首付三字头起 红本在手随时签  ",210,3室2厅1卫,95平方米,2010年,南,普通住宅,中层(共11层),精装修
发布时间：2018年12月02日,"
      VR全景方圆南沙水恋 地铁口50米精装3房 带 送2年管理费  ",198,3室2厅2卫,95平方米,2017年,东南,普通住宅,中层(共32层),精装修
发布时间：2018年12月14日,"
      万科幸福誉，近地铁，央企精装单合同，纯南向望花园，来电98折  ",163,3室2厅2卫,94.7平方米,2017年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月08日,"
      体育中心 华阳学位精装三房 南北向安静实用 近学校  ",420,3室2厅2卫,80平方米,1995年,南北,普通住宅,中层(共9层),精装修
发布时间：2018年12月19日,"
      黄埔区大沙地 鹤林苑小区 东南向正规三房 临近地铁挨着公园  ",215,3室2厅1卫,80平方米,1999年,东南,普通住宅,中层(共9层),精装修
发布时间：2018年12月08日,"
      晓港湾 新装修 低层南向大三房 带30方私家花园 户型方正  ",280,3室2厅1卫,90平方米,2000年,南,普通住宅,低层(共9层),精装修
发布时间：2018年12月04日,"
      云星钱隆天誉 太平地铁站配套成熟 刚需三房 配套成熟交通便利  ",135,3室2厅2卫,87.5平方米,2014年,东南,普通住宅,高层(共25层),精装修
发布时间：2018年12月12日,"
      天河 金融城旁 美林湖畔花园 东南向三房 品质小区  ",358,3室2厅1卫,96平方米,2008年,东南,普通住宅,中层(共25层),精装修
发布时间：2018年12月18日,"
      东圃 南向三房 地铁口物业 低于市场价 性价比高 即买即赚  ",345,3室2厅1卫,83平方米,2012年,南,普通住宅,中层(共17层),精装修
发布时间：2018年12月05日,"
      新福港鼎峰 南北对流精装3房 位置安静望园林 产权清晰 有匙  ",330,3室2厅1卫,88.4平方米,2014年,南北,普通住宅,高层(共28层),精装修
发布时间：2018年12月10日,"
      |诚信裕馨|翠华花园证106方笋爆锦砖楼 大型小区正规格局  ",155,3室2厅1卫,87平方米,2003年,东北,普通住宅,高层(共8层),简单装修
发布时间：2018年12月12日,"
      合生湖山 首付只需47万 转名单位 即买即交楼 单合同  ",168,3室2厅2卫,93平方米,2017年,南北,普通住宅,高层(共32层),精装修
发布时间：2018年12月16日,"
      实地拍摄!金碧雅苑 双地铁口 精装3房2卫  业主急售!  ",350,3室2厅2卫,97.2平方米,2006年,西,普通住宅,中层(共18层),精装修
发布时间：2018年12月14日,"
      (笋盘推荐）万科东荟城 单边位小三房 业主降价急售  ",260,3室2厅1卫,85.8平方米,2012年,北,普通住宅,中层(共33层),精装修
发布时间：2018年11月16日,"
      广州公园汇首付12万，五公园环绕，三大商圈，铂涛集团包租  ",49,3室1厅1卫,40平方米,2016年,南,普通住宅,低层(共12层),精装修
发布时间：2018年12月08日,"
      豪进广场 三房两厅 交通便利 户型方正 业主急卖跳楼价  ",240,3室2厅2卫,120.3平方米,2015年,南,普通住宅,中层(共30层),毛坯
发布时间：2018年12月12日,"
      中森名苑 三期现楼加推 首付48万单合同（全景看房）  ",168,3室2厅2卫,86平方米,2018年,南,普通住宅,中层(共28层),精装修
发布时间：2018年12月19日,"
      新市，汇侨新城北区，电梯三房，买回来都不用装修了，钥匙带看  ",240,3室2厅1卫,86平方米,2003年,西北,普通住宅,中层(共17层),精装修
发布时间：2018年12月14日,"
      华南板快 珠江铂世湾 江景大盘 火爆登记享受98析团购价 售  ",388,3室2厅2卫,99平方米,2016年,南北,普通住宅,中层(共20层),精装修
发布时间：2018年11月02日,"
      时代南湾 中间楼层 南向看湖看海 一线观景房靓笋出售  ",230,3室2厅1卫,93平方米,2014年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月18日,"
      锦德名轩精装3房降价20万出售 近地铁 带省级学位 产权清晰  ",100,3室2厅2卫,83平方米,2012年,南,普通住宅,中层(共29层),精装修
发布时间：2018年12月09日,"
      业主急售 富庭雅苑 满五唯一地铁口 可公积金带学位 随时看房  ",80,3室2厅2卫,90平方米,2010年,南北,普通住宅,中层(共6层),精装修
发布时间：2018年12月13日,"
      地铁旁物业（南沙保利城）带学位 精装3房 地铁高铁高速环绕  ",175,3室2厅2卫,95.8平方米,2016年,东南,普通住宅,共1层,精装修
发布时间：2018年12月08日,"
      石楼保利亚奥 装修3方2卫 南北通透 双阳台 笋急卖205万  ",205,3室2厅1卫,101.6平方米,2014年,南,普通住宅,低层(共11层),精装修
发布时间：2018年12月10日,"
      VR实景看房金月湾大三房仅售283万 业主降价出售 随时看房  ",283,3室2厅1卫,91.1平方米,2015年,东北,普通住宅,低层(共30层),精装修
发布时间：2018年12月19日,"
      （业主诚售）丽江花园丽字楼 温馨三房 业主自住单位 即约即看  ",215,3室2厅2卫,88平方米,1997年,西南,普通住宅,中层(共9层),精装修
发布时间：2018年12月10日,"
      白云汇旁 怡桂苑 精装实用三房 南北对流 真盘实价 业主急售  ",265,3室2厅2卫,95平方米,1998年,南北,普通住宅,低层(共9层),精装修
发布时间：2018年12月19日,"
      车陂 次新楼盘 天健上城 精装修 南向小.三房 带私家花园  ",305,3室2厅1卫,83.1平方米,2016年,南,普通住宅,低层(共14层),精装修
发布时间：2018年12月04日,"
      怡康花园南向3房 5小学位，  使用率非常高自住  ",135,3室2厅1卫,86平方米,2008年,南北,普通住宅,中层(共8层),精装修
发布时间：2018年12月04日,"
      内部保留现楼 一手房 （单合同）首付70万 保利罗兰国际  ",250,3室2厅1卫,87平方米,2017年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月16日,"
      碧桂园城市花园 业主随儿子出国 低于市场价23万出售  有证  ",136.6,3室2厅2卫,94.1平方米,2013年,东南,普通住宅,中层(共32层),精装修
发布时间：2018年12月12日,"
      中泰天境花园 首付48万 带学位 送两年物管费 产权清晰  ",157,3室2厅2卫,91.3平方米,2017年,东南,普通住宅,中层(共32层),精装修
发布时间：2018年12月08日,"
      雅居乐锦城 精装方正三房不靠路 产权清晰学位未占用 随时看房  ",195,3室2厅1卫,96平方米,2015年,东北,普通住宅,中层(共32层),豪华装修
发布时间：2018年12月18日,"
      （年底清盘优惠）中航城花园 首付一成 来电送2年物业管理费  ",170,3室2厅2卫,94.6平方米,2018年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月17日,"
      龙洞 宝翠园 四期精装三房 南向望花园 业主诚心出售随时看房  ",450,3室1厅1卫,96.4平方米,2015年,南,普通住宅,高层(共16层),精装修
发布时间：2018年12月07日,"
      海龙湾 南北对流 保养好 低楼层 业主诚心卖。  ",320,3室2厅2卫,110.7平方米,2005年,南北,普通住宅,低层(共11层),精装修
发布时间：2018年12月06日,"
      合汇学府名郡 地铁口沙村站 广州东部交通枢纽 带新塘三中学位  ",219,3室1厅2卫,98平方米,2013年,南,普通住宅,低层(共30层),精装修
发布时间：2018年12月11日,"
      总价低（锦城花园）精装三房，既买即住，万达旁，近地铁，配套齐  ",120,3室2厅2卫,88平方米,2010年,南,普通住宅,中层(共18层),精装修
发布时间：2018年12月14日,"
      锦德名轩 急售降价20万大甩卖 地铁旁 精装电梯三房 带学位  ",100,3室2厅2卫,84平方米,2012年,东南,普通住宅,中层(共30层),精装修
发布时间：2018年12月16日,"
      云溪四季 加推特价3房 地铁5站天河 速来电享惊喜折扣 包税  ",131,3室2厅2卫,86.1平方米,2016年,东南,普通住宅,低层(共30层),精装修
发布时间：2018年11月07日,"
      富士康科技小镇 政府碧桂园富士康联合打造 地铁口单合同  ",180,3室2厅2卫,90平方米,2018年,南,普通住宅,高层(共32层),精装修
发布时间：2018年12月07日,"
      学位房（安达大厦）可公积金，低首付，地铁物业，周边配套成熟  ",120,3室2厅1卫,90平方米,2012年,南,普通住宅,中层(共18层),精装修
发布时间：2018年11月02日,"
      珠光山水诚品 产权清晰 红本在手 业主换房急售 125万包税  ",138,3室2厅2卫,96.6平方米,2017年,东南,普通住宅,低层(共32层),精装修
发布时间：2018年12月08日,"
      佰利山新出笋盘 西南望花园 保养好有钥匙方便看房  ",350,3室2厅1卫,96.6平方米,2013年,西南,普通住宅,高层(共32层),精装修
发布时间：2018年12月14日,"
      冶炼厂宿舍 精装中层南向框架结构正规三房 支持公积金贷款  ",170,3室2厅1卫,86平方米,1998年,南北,普通住宅,中层(共8层),精装修
发布时间：2018年12月04日,"
      至新价格！先烈东横路40号大院 电梯三房 条砖外墙 看房方便  ",335,3室2厅1卫,97.2平方米,1998年,南北,普通住宅,高层(共9层),精装修
发布时间：2018年12月10日,"
      新收盘源 首付30万 可积分入户 可公积金贷 市地铁口物业  ",120,3室2厅2卫,90平方米,2008年,东南,普通住宅,中层(共11层),精装修
发布时间：2018年12月07日,"
      洛涛南区 温馨三房 一楼带50平方花园 近地铁市场 有匙看房  ",278,3室2厅1卫,88平方米,2002年,南北,普通住宅,低层(共6层),精装修
发布时间：2018年12月16日,"
      大学小筑 业主降价急售 带省级学位送车位 成熟配套 随时看房  ",216,3室2厅2卫,90平方米,2012年,南北,普通住宅,中层(共25层),精装修
发布时间：2018年12月15日,"
      瑶台花园 温馨精装三房 户型正 业主诚意出售 带学位 送车位  ",172,3室2厅2卫,87平方米,2013年,东南,普通住宅,中层(共22层),精装修
发布时间：2018年12月06日,"
      金泽豪庭豪装1手3房额外送多一个房 南向望花园地铁口物业  ",250,3室2厅2卫,124.8平方米,2016年,南,普通住宅,低层(共32层),精装修
发布时间：2018年11月23日,"
      富丽家园福宁园 实用三房 南北对流 新装修 带富丽小学学位  ",198,3室2厅2卫,89平方米,1998年,南北,普通住宅,高层(共8层),精装修
发布时间：2018年12月18日,"
      中海金沙馨园 98方三房笋盘 290万 满五唯一 看房有钥匙  ",290,3室2厅2卫,97.3平方米,2010年,东北,普通住宅,高层(共11层),精装修
发布时间：2018年12月06日,"
      地铁21号线年底通车 可入读市二中 可公积金贷款 万科幸福誉  ",130,3室2厅1卫,82.8平方米,2010年,南北,普通住宅,中层(共30层),精装修
发布时间：2018年11月18日,"
      人车分流 次新小区 东湖映月 周边配套齐全 业主诚心出售  ",275,3室2厅1卫,83平方米,2013年,南北,普通住宅,高层(共33层),精装修
发布时间：2018年12月18日,"
      怡园小区 低于市场20万 随时可看  ",250,3室2厅2卫,80平方米,2010年,南,普通住宅,中层(共14层),精装修
发布时间：2018年12月18日,"
      保利西子湾 中层3房 证满五年万宏* 上车盘南向房仅一套  ",288,3室2厅1卫,96.3平方米,2010年,东南,普通住宅,中层(共18层),精装修
发布时间：2018年12月15日,"
      丽柏国际公寓 复式两层 业主急用钱 急售 随时看房  ",160,2室1厅1卫,96.4平方米,2015年,南,公寓,低层(共22层),精装修
发布时间：2018年12月14日,"
      153万买南沙金州商圈内四房二卫，小区幼儿园到高中。  ",153,3室2厅2卫,94.3平方米,2018年,南,普通住宅,低层(共25层),精装修
发布时间：2018年12月13日,"
      （学府雅苑）学位房，不限购，低首付，周边配套成熟，地铁旁物业  ",108,3室2厅2卫,86平方米,2011年,南,普通住宅,中层(共24层),精装修
发布时间：2018年12月12日,"
      万科新里程  业主生意上急需用钱  低于市场价出售  ",260,3室2厅1卫,90.1平方米,2010年,东南,普通住宅,低层(共21层),精装修
发布时间：2018年12月17日,"
      龙光玖誉府双阳台首付8万买精装三房，内部转名，仅此一套  ",70.6,3室2厅2卫,98平方米,2018年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月16日,"
      天河东圃 旭景家园 南向精装三房 全新免装修 带省级学  ",275,3室2厅1卫,86平方米,2007年,南,普通住宅,中层(共18层),精装修
发布时间：2018年12月18日,"
      诚信，真盘 元邦航空家园 XI缺户型 南向三房 抛售318万  ",318,3室2厅2卫,98平方米,2006年,南,普通住宅,中层(共18层),精装修
发布时间：2018年11月25日,"
      荔湾广场 中层南北通透三房双卫 楼下就是上下九商圈近地铁站  ",218,3室2厅2卫,95平方米,1997年,南,普通住宅,中层(共30层),精装修
发布时间：2018年12月07日,"
      棠德花苑 南向三房 可公积金 产权清晰 满五唯一 随时约看  ",235,3室2厅1卫,86平方米,2000年,南,普通住宅,高层(共9层),精装修
发布时间：2018年11月28日,"
      广州新塘近地铁 红卫街小区首付一成带装修 可按揭房产清晰  ",82,2室2厅1卫,90平方米,2012年,南,普通住宅,中层(共15层),精装修
发布时间：2018年12月11日,"
      中新知识城（首付一成）千亿央企 地铁旁 6站到天河 省级学位  ",168,3室2厅2卫,92.4平方米,2017年,南,普通住宅,中层(共20层),精装修
发布时间：2018年11月17日,"
      黄埔区港湾西四街104号大院 南向大三房可做四房 拆迁福地  ",286,3室2厅2卫,113平方米,2000年,南,普通住宅,低层(共6层),精装修
发布时间：2018年11月19日,"
      保利汇海花园 看花园泳池 3房急售 性价比高 过2年  ",310,3室2厅2卫,93.7平方米,2016年,东南,普通住宅,低层(共27层),豪华装修
发布时间：2018年12月18日,"
      笋盘推荐 天河金融城 阳光桃源豪装大三房 近地铁地段好公园旁  ",420,3室2厅1卫,91.9平方米,2014年,南北,普通住宅,中层(共15层),豪华装修
发布时间：2018年12月11日,"
      凤馨苑 三房东向 望长岗 采光好 上帝视角  ",220,3室2厅2卫,97平方米,2010年,东,普通住宅,中层(共18层),豪华装修
发布时间：2018年12月19日,"
      车陂地铁口 全新未入住精装修 少有户型 急卖才有的价格  ",373,3室2厅1卫,96平方米,2014年,南北,普通住宅,高层(共32层),精装修
发布时间：2018年11月18日,"
      广州南站商圈 内部保留单位 不限购  ",288,3室2厅2卫,96平方米,2008年,南,公寓,中层(共15层),精装修
发布时间：2018年12月01日,"
      （笋盘出售）黄陂新村东区 业主换大房 低于市场价 来电享优惠  ",142,3室2厅2卫,90平方米,2009年,南,普通住宅,中层(共8层),精装修
发布时间：2018年12月19日,"
      笋！金泽豪庭南向两房 可改三房 近地铁 配套齐全  ",198,2室2厅2卫,89平方米,2010年,南,普通住宅,中层(共26层),精装修
发布时间：2018年12月05日,"
      富昌花园 豪装实用两房 南向 总价120万 带学位有钥匙  ",120,3室2厅1卫,47平方米,1999年,东,普通住宅,低层(共6层),精装修
发布时间：2018年11月17日,"
      滨江瑞城 豪装三房 户型方正 2010年楼龄 急售便宜30万  ",350,3室2厅2卫,88平方米,2010年,东,普通住宅,中层(共32层),豪华装修
发布时间：2018年12月13日,"
      车陂骏景花园 南向3房带主套 业主诚意出售 看房本人有钥匙  ",460,3室2厅2卫,94平方米,2006年,南,普通住宅,低层(共13层),精装修
发布时间：2018年12月14日,"
      诚信裕馨 文化馆小区 少有中层精装三房 南北对流 30万首期  ",115,3室2厅1卫,95平方米,1998年,南北,普通住宅,中层(共9层),精装修
发布时间：2018年12月10日,"
      新房源 梅花村小区 南向电梯三房 带豪华装修 入读省级学位  ",500,3室2厅1卫,70平方米,1998年,西,普通住宅,低层(共9层),精装修
发布时间：2018年12月13日,"
      (带车位)腾飞园中新里 首付40万买三房 带学位 来电享优惠  ",145,3室2厅2卫,92.1平方米,2013年,东南,普通住宅,中层(共22层),精装修
发布时间：2018年11月08日,"
      保利汇海花园 南向看花园 保养好 业主双11折扣 带车位出售  ",320,3室2厅2卫,94.4平方米,2014年,南,普通住宅,高层(共25层),精装修
发布时间：2018年12月13日,"
      猎德花园   送全屋家私    配套成熟   钥匙在手  ",138,3室2厅1卫,80平方米,2012年,东南,普通住宅,中层(共12层),精装修
